Date,Region,Cluster,Sub_Cluster,Customer_Group,Brand,SKU_ID,SKU_Name,Forecast_Lag0_Units,Shipped_Units
2025-10-01,EMEA,EMEA Central,DACH,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,10202,11163
2025-11-01,EMEA,EMEA Central,DACH,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,6946,12843
2025-12-01,EMEA,EMEA Central,DACH,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,6270,12266
2026-01-01,EMEA,EMEA Central,DACH,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,12993,13815
2026-02-01,EMEA,EMEA Central,DACH,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,15856,15196
2026-03-01,EMEA,EMEA Central,DACH,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,14468,15267
2026-04-01,EMEA,EMEA Central,DACH,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,14553,14103
2026-05-01,EMEA,EMEA Central,DACH,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,12878,13250
2026-06-01,EMEA,EMEA Central,DACH,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,11899,11183
2025-07-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,12621,12838
2025-08-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,11779,11406
2025-09-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,10179,10782
2025-10-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,10869,11304
2025-11-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,11609,11456
2025-12-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,12230,13386
2026-01-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,14493,14515
2026-02-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,15801,16473
2026-03-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,14829,14769
2026-04-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,14116,14752
2026-05-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,14096,13861
2026-06-01,EMEA,EMEA South,Italy,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,13364,13354
2025-07-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,13961,11253
2025-08-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,12708,9097
2025-09-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,12484,9467
2025-10-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,13001,9540
2025-11-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,14900,11569
2025-12-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,15974,12127
2026-01-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,14995,11695
2026-02-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,18803,13554
2026-03-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,16885,12591
2026-04-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,18659,13885
2026-05-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,16424,11787
2026-06-01,EMEA,EMEA North,UK & Ireland,Wholesale / Cash & Carry,Pure Origin,CHO-0035,Pure Origin Peru Single Origin 150g,17958,12982
2025-07-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,5949,6238
2025-08-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,5921,6195
2025-09-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,5982,6438
2025-10-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,6524,6936
2025-11-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,5455,6958
2025-12-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,5858,7271
2026-01-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,6505,7841
2026-02-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,7171,8647
2026-03-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,6375,8514
2026-04-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,6019,8609
2026-05-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,5428,7614
2026-06-01,EMEA,EMEA South,Adria,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,5721,8303
2025-07-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4675,4948
2025-08-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,5165,5134
2025-09-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,3576,4470
2025-10-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,3754,4442
2025-11-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4284,4428
2025-12-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4152,4858
2026-01-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4188,5513
2026-02-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4377,5648
2026-03-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4853,6452
2026-04-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4244,5612
2026-05-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,3426,4457
2026-06-01,EMEA,EMEA Central,France,Travel Retail,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,3424,5009
2025-07-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4602,6945
2025-08-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4254,6431
2025-09-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4152,6678
2025-10-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4463,6755
2025-11-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,4507,7208
2025-12-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,5167,7688
2026-01-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,5810,8915
2026-02-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,6120,9929
2026-03-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,6936,9725
2026-04-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,7625,11133
2026-05-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,6459,10073
2026-06-01,EMEA,EMEA North,Nordics,Wholesale / Cash & Carry,Pure Origin,CHO-0036,Pure Origin Peru Single Origin 100g,6503,9693
2025-07-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,9070,9779
2025-08-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,10941,10825
2025-09-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,10400,10107
2025-10-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,9750,9531
2025-11-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,10870,10689
2025-12-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,11354,11515
2026-01-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,9523,9841
2026-02-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,12425,12157
2026-03-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,13509,13282
2026-04-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,12544,12832
2026-05-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,13407,12837
2026-06-01,EMEA,EMEA East,Poland,Convenience,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,12322,12773
2025-07-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,948,815
2025-08-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,975,756
2025-09-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,810,760
2025-10-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,931,804
2025-11-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,851,723
2025-12-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,898,789
2026-01-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,968,792
2026-02-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,1251,1027
2026-03-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,1166,992
2026-04-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,1149,987
2026-05-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,933,796
2026-06-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,1110,947
2025-07-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,2432,2405
2025-08-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,2370,2251
2025-09-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,2372,2336
2025-10-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,2439,2363
2025-11-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,2602,2704
2025-12-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,2718,2843
2026-01-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,3265,3067
2026-02-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,3119,3106
2026-03-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,3178,3259
2026-04-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,3198,3280
2026-05-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,3097,3180
2026-06-01,EMEA,EMEA East,CEE,Travel Retail,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,2794,2876
2025-07-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,7128,9861
2025-08-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,8433,9842
2025-09-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,6731,9234
2025-10-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,7945,10003
2025-11-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,7620,9843
2025-12-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,7643,10437
2026-01-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,8034,12091
2026-02-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,9862,12860
2026-03-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,8246,12905
2026-04-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,10998,13852
2026-05-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,8602,11882
2026-06-01,EMEA,EMEA South,Iberia,Wholesale / Cash & Carry,Pure Origin,CHO-0037,Pure Origin Ghana Reserve 150g,6887,11845
2025-07-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,9681,7611
2025-08-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,9801,7601
2025-09-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,10364,7819
2025-10-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,10757,8365
2025-11-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,10850,8253
2025-12-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,11574,8369
2026-01-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,10036,7751
2026-02-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,13339,9791
2026-03-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,13172,9894
2026-04-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,12064,9808
2026-05-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,13361,10704
2026-06-01,EMEA,EMEA Central,France,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,11778,9335
2025-07-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,13163,9784
2025-08-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,12151,9080
2025-09-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,12335,9744
2025-10-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,13676,9909
2025-11-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,13363,10082
2025-12-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,13944,11301
2026-01-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,15588,11829
2026-02-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,16191,12134
2026-03-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,15688,11460
2026-04-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,16143,12385
2026-05-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,15166,11137
2026-06-01,EMEA,EMEA North,UK & Ireland,Convenience,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,13139,9881
2025-07-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,2922,2718
2025-08-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,2913,2761
2025-09-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,3476,3161
2025-10-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,3468,3030
2025-11-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,3904,3143
2025-12-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,3535,3069
2026-01-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,3789,3128
2026-02-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,4119,3369
2026-03-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,4795,3707
2026-04-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,5176,3859
2026-05-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,4908,3647
2026-06-01,EMEA,EMEA East,CEE,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,4673,3297
2025-07-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,4883,8313
2025-08-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,4851,7309
2025-09-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,5397,7333
2025-10-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,5155,8561
2025-11-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,5181,8055
2025-12-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,5183,7987
2026-01-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,6148,9255
2026-02-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,5232,8784
2026-03-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,6313,8952
2026-04-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,6244,8810
2026-05-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,6043,8622
2026-06-01,EMEA,EMEA East,Turkey,E-commerce,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,5446,8618
2025-07-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,5475,7624
2025-08-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,4000,6024
2025-09-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,4339,5862
2025-10-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,4857,6173
2025-11-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,5012,6579
2025-12-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,5407,6849
2026-01-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,6260,7503
2026-02-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,6897,7822
2026-03-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,7111,8023
2026-04-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,6191,6499
2026-05-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,7604,8247
2026-06-01,EMEA,EMEA Central,Benelux,Grocery Retail,Pure Origin,CHO-0038,Pure Origin Ghana Reserve 100g,6114,6688
2025-07-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,12664,12746
2025-08-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,10148,9435
2025-09-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,12833,12159
2025-10-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,10841,10689
2025-11-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,11570,11582
2025-12-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,14558,14082
2026-01-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,15205,14547
2026-02-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,13680,14150
2026-03-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,14041,14085
2026-04-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,13759,14841
2026-05-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,13927,13328
2026-06-01,EMEA,EMEA East,Turkey,Discounter,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,12416,11469
2025-07-01,EMEA,EMEA Central,Benelux,E-commerce,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,7707,8655
2025-08-01,EMEA,EMEA Central,Benelux,E-commerce,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,5902,6757
2025-09-01,EMEA,EMEA Central,Benelux,E-commerce,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,5724,6395
2025-10-01,EMEA,EMEA Central,Benelux,E-commerce,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,7238,8723
2025-11-01,EMEA,EMEA Central,Benelux,E-commerce,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,7900,8946
2025-12-01,EMEA,EMEA Central,Benelux,E-commerce,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,6265,8256
2026-01-01,EMEA,EMEA Central,Benelux,E-commerce,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,8390,9665
2026-02-01,EMEA,EMEA Central,Benelux,E-commerce,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,8705,10966
2026-03-01,EMEA,EMEA Central,Benelux,E-commerce,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,7985,10649
2026-04-01,EMEA,EMEA Central,Benelux,E-commerce,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,7939,10228
2026-05-01,EMEA,EMEA Central,Benelux,E-commerce,Pure Origin,CHO-0039,Pure Origin Vietnam Cacao Bar 100g,8691,10437
